Type,Subject,Skill,Taught in year,Level (1-5),Item,Question or text,Choices,Correct answer,Explanation,Reviewer: OK? (Y/N),Reviewer: notes
Question,english,Reading Comprehension,6,4,reading-y6#library:6,"""Where else would we go?"" Why does Amara ask this question?",To make the reader realise the children would have nowhere else to meet | Because she wants the councillor to reply with a place | Because she is lost | To change the subject,To make the reader realise the children would have nowhere else to meet,It's a rhetorical question: she doesn't expect an answer. It makes the reader think about what would be lost.,,
Question,english,Reading Comprehension,6,4,reading-y6#library:7,Which sentence best sums up Amara's argument?,"The library helps the whole community, so it should stay open. | Everything is online now, so libraries are not needed. | Her brother likes revising in quiet places. | Councillors should visit more buildings.","The library helps the whole community, so it should stay open.","Her reasons (friends, homework, computers, help) all support keeping it open. The ""everything is online"" view is the one she argues against.",,
Question,english,Reading Comprehension,6,5,reading-y6#library:8,"How does Amara deal with the view that ""everything is online now""?","She mentions it, then gives reasons against it. | She agrees with it completely. | She ignores it. | She says computers should be banned.","She mentions it, then gives reasons against it.","""Some people say… However…"": she answers the other side's point, which makes her argument stronger.",,
Question,english,Reading Comprehension,6,5,reading-y6#library:9,"Why does Amara end with ""I am sure you will agree""?","It politely assumes the councillor shares her view, which makes it harder to disagree. | It shows she is unsure. | It is a question the councillor must answer. | It lists her reasons.","It politely assumes the councillor shares her view, which makes it harder to disagree.",Sounding confident that the reader agrees is a persuasive technique.,,
Checkpoint form A,maths,Negative Numbers,6,2,negative-numbers:The temperature is −7 °C. It rises by 14 °C. What is the temperature now?,The temperature is −7 °C. It rises by 14 °C. What is the temperature now?,,7,Count up 14 from −7: −7 + 14 = 7 °C.,,
Checkpoint form A,maths,Negative Numbers,6,4,negative-numbers:What is −13 + 3?,What is −13 + 3?,,−10,Start at −13 and count up 3: −10.,,
Checkpoint form A,maths,"Factors, Multiples & Primes",6,2,factors-primes:How many factors does 28 have?,How many factors does 28 have?,,6,"The factors of 28 are 1, 2, 4, 7, 14, 28. That is 6 factors.",,
Checkpoint form A,maths,"Factors, Multiples & Primes",6,4,factors-primes:What is the lowest common multiple (LCM) of 7 and 8?,What is the lowest common multiple (LCM) of 7 and 8?,,56,"Multiples of 7: 7, 14, 21, 28, 35, 42, 49, 56. Multiples of 8: 8, 16, 24, 32, 40, 48, 56. The first one in both lists is 56.",,
Checkpoint form A,maths,Order of Operations,6,2,order-of-operations:4 + 63 ÷ 9 = ?,4 + 63 ÷ 9 = ?,,11,"Brackets first, then × and ÷, then + and −. 63 ÷ 9 = 7, then 4 + 7 = 11.",,
Checkpoint form A,maths,Order of Operations,6,4,order-of-operations:4 × (14 − 9) + 13 = ?,4 × (14 − 9) + 13 = ?,,33,"Brackets first, then × and ÷, then + and −. 14 − 9 = 5, then 4 × 5 = 20, then + 13 = 33.",,
Checkpoint form A,maths,Long Multiplication & Division,6,2,long-multiplication-division:73 × 90 = ?,73 × 90 = ?,,6570,"Split 90 into 90 and 0: 73 × 90 = 6570, 73 × 0 = 0. Add them: 6570 + 0 = 6570.",,
Checkpoint form A,maths,Long Multiplication & Division,6,4,long-multiplication-division:375 ÷ 15 = ?,375 ÷ 15 = ?,,25,"Work through 375 from the left, dividing by 15 each time. Check: 25 × 15 = 375.",,
Checkpoint form A,maths,Fractions (Year 6),6,2,fractions-y6:3/4 + 3/8 = ?,3/4 + 3/8 = ?,,1 1/8,Make the denominators the same: 3/4 = 6/8. Then 6/8 + 3/8 = 9/8 = 1 1/8.,,
Checkpoint form A,maths,Fractions (Year 6),6,4,fractions-y6:2/6 × 1/2 = ?  Give your answer in its simplest form.,2/6 × 1/2 = ?  Give your answer in its simplest form.,,1/6,"Multiply the tops and the bottoms: 2/12, which simplifies to 1/6.",,
Checkpoint form A,maths,Decimals & Percentages,6,2,decimals-percentages:272 ÷ 10 = ?,272 ÷ 10 = ?,,27.2,Dividing by 10 moves each digit 1 place to the right: 27.2.,,
Checkpoint form A,maths,Decimals & Percentages,6,4,decimals-percentages:What is 15% of 220?,What is 15% of 220?,,33,10% of 220 is 22 and 5% is 11. Build 15% from those: 15% of 220 = 33.,,
Checkpoint form A,maths,Algebra,6,2,algebra:5n = 15. What is n?,5n = 15. What is n?,,3,5n means 5 × n. Undo it: 15 ÷ 5 = 3.,,
Checkpoint form A,maths,Algebra,6,4,algebra:The perimeter of a square is P = 4s. What is P when s = 3?,The perimeter of a square is P = 4s. What is P when s = 3?,,12,P = 4 × 3 = 12.,,
Checkpoint form A,maths,"Angles, Area & Averages",6,2,"geometry-statistics:A triangle has angles of 23° and 42°. What is the third angle, in degrees?","A triangle has angles of 23° and 42°. What is the third angle, in degrees?",,115,Angles in a triangle add up to 180°: 180 − 23 − 42 = 115°.,,
Checkpoint form A,maths,"Angles, Area & Averages",6,4,geometry-statistics:A parallelogram has a base of 12 cm and a perpendicular height of 7 cm. What is its area in cm²?,A parallelogram has a base of 12 cm and a perpendicular height of 7 cm. What is its area in cm²?,,84,Area of a parallelogram = base × height = 12 × 7 = 84 cm².,,
Checkpoint form B,maths,Negative Numbers,6,2,negative-numbers:The temperature is −6 °C. It rises by 10 °C. What is the temperature now?,The temperature is −6 °C. It rises by 10 °C. What is the temperature now?,,4,Count up 10 from −6: −6 + 10 = 4 °C.,,
Checkpoint form B,maths,Negative Numbers,6,4,negative-numbers:What is 4 − 30?,What is 4 − 30?,,−26,"30 is 26 more than 4, so 4 − 30 = −26.",,
Checkpoint form B,maths,"Factors, Multiples & Primes",6,2,factors-primes:How many factors does 17 have?,How many factors does 17 have?,,2,"The factors of 17 are 1, 17. That is 2 factors.",,
Checkpoint form B,maths,"Factors, Multiples & Primes",6,4,factors-primes:What is the lowest common multiple (LCM) of 8 and 5?,What is the lowest common multiple (LCM) of 8 and 5?,,40,"Multiples of 8: 8, 16, 24, 32, 40. Multiples of 5: 5, 10, 15, 20, 25, 30, 35, 40. The first one in both lists is 40.",,
Checkpoint form B,maths,Order of Operations,6,2,order-of-operations:17 + 40 ÷ 5 = ?,17 + 40 ÷ 5 = ?,,25,"Brackets first, then × and ÷, then + and −. 40 ÷ 5 = 8, then 17 + 8 = 25.",,
Checkpoint form B,maths,Order of Operations,6,4,order-of-operations:3 × (17 − 9) + 18 = ?,3 × (17 − 9) + 18 = ?,,42,"Brackets first, then × and ÷, then + and −. 17 − 9 = 8, then 3 × 8 = 24, then + 18 = 42.",,
Checkpoint form B,maths,Long Multiplication & Division,6,2,long-multiplication-division:52 × 54 = ?,52 × 54 = ?,,2808,"Split 54 into 50 and 4: 52 × 50 = 2600, 52 × 4 = 208. Add them: 2600 + 208 = 2808.",,
Checkpoint form B,maths,Long Multiplication & Division,6,4,long-multiplication-division:665 ÷ 5 = ?,665 ÷ 5 = ?,,133,"Work through 665 from the left, dividing by 5 each time. Check: 133 × 5 = 665.",,
Checkpoint form B,maths,Fractions (Year 6),6,2,fractions-y6:1/2 + 5/6 = ?,1/2 + 5/6 = ?,,1 1/3,Make the denominators the same: 1/2 = 3/6. Then 3/6 + 5/6 = 8/6 = 1 1/3.,,
Checkpoint form B,maths,Fractions (Year 6),6,4,fractions-y6:3/6 × 1/2 = ?  Give your answer in its simplest form.,3/6 × 1/2 = ?  Give your answer in its simplest form.,,1/4,"Multiply the tops and the bottoms: 3/12, which simplifies to 1/4.",,
Checkpoint form B,maths,Decimals & Percentages,6,2,decimals-percentages:85.8 ÷ 10 = ?,85.8 ÷ 10 = ?,,8.58,Dividing by 10 moves each digit 1 place to the right: 8.58.,,
Checkpoint form B,maths,Decimals & Percentages,6,4,decimals-percentages:What is 45% of 440?,What is 45% of 440?,,198,10% of 440 is 44 and 5% is 22. Build 45% from those: 45% of 440 = 198.,,
Checkpoint form B,maths,Algebra,6,2,algebra:7n = 42. What is n?,7n = 42. What is n?,,6,7n means 7 × n. Undo it: 42 ÷ 7 = 6.,,
Checkpoint form B,maths,Algebra,6,4,algebra:A sequence starts at 7 and goes up by 6 each time. What is the 10th term?,A sequence starts at 7 and goes up by 6 each time. What is the 10th term?,,61,From the 1st term to the 10th there are 9 steps of 6: 7 + 9 × 6 = 61.,,
Checkpoint form B,maths,"Angles, Area & Averages",6,2,"geometry-statistics:A triangle has angles of 43° and 92°. What is the third angle, in degrees?","A triangle has angles of 43° and 92°. What is the third angle, in degrees?",,45,Angles in a triangle add up to 180°: 180 − 43 − 92 = 45°.,,
Checkpoint form B,maths,"Angles, Area & Averages",6,4,geometry-statistics:A parallelogram has a base of 9 cm and a perpendicular height of 9 cm. What is its area in cm²?,A parallelogram has a base of 9 cm and a perpendicular height of 9 cm. What is its area in cm²?,,81,Area of a parallelogram = base × height = 9 × 9 = 81 cm².,,
Checkpoint form A,english,Tricky Spellings,6,2,spelling-words#achieve,Which spelling is correct?,achive | achieve | acheive,achieve,"achieve: ""i"" before ""e"" in achieve.",,
Checkpoint form A,english,Tricky Spellings,6,4,spelling-words#aggressive,Which spelling is correct?,aggressive | aggresive | agressive,aggressive,"aggressive: Double ""g"" and double ""s"".",,
